Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
"Alclad Aluminum 2024-T81, T851","{'metric_value': '2.78', 'metric_unit': 'g/cc', 'comment': 'For AA2024 (Not Alclad)'}","{'metric_value': '73.1', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '414', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '448', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,,,"[['Aluminum, Al', '90.7 - 94.7 %', '90.7 - 94.7 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.8 - 4.9 %', '3.8 - 4.9 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '1.2 - 1.8 %', '1.2 - 1.8 %', ''], ['Manganese, Mn', '0.30 - 0.90 %', '0.30 - 0.90 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
"Aluminum 296.0-T6, Permanent Mold Cast","{'metric_value': '2.80', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '180', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '70.0', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '89 - 94 %', '89 - 94 %', 'As remainder'], ['Copper, Cu', '4.0 - 5.0 %', '4.0 - 5.0 %', ''], ['Iron, Fe', '<= 1.2 %', '<= 1.2 %', ''], ['Magnesium, Mg', '<= 0.05 %', '<= 0.05 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '<= 0.35 %', '<= 0.35 %', ''], ['Other, total', '<= 0.35 %', '<= 0.35 %', ''], ['Silicon, Si', '2.0 - 3.0 %', '2.0 - 3.0 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 0.50 %', '<= 0.50 %', '']]"
Aluminum 2219-T87,"{'metric_value': '2.84', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '73.1', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '393', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '476', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '103', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.864', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.5 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '91.5 - 93.8 %', '91.5 - 93.8 %', 'As remainder'], ['Copper, Cu', '5.8 - 6.8 %', '5.8 - 6.8 %', ''], ['Iron, Fe', '<= 0.30 %', '<= 0.30 %', ''], ['Magnesium, Mg', '<= 0.02 %', '<= 0.02 %', ''], ['Manganese, Mn', '0.20 - 0.40 %', '0.20 - 0.40 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.20 %', '<= 0.20 %', ''], ['Titanium, Ti', '0.02 - 0.10 %', '0.02 - 0.10 %', ''], ['Vanadium, V', '0.05 - 0.15 %', '0.05 - 0.15 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', ''], ['Zirconium, Zr', '0.10 - 0.25 %', '0.10 - 0.25 %', '']]"
Aluminum 6101-T64,"{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}",,,,,,"[{'value': '23.5 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 97.6 %', '<= 97.6 %', 'As remainder'], ['Boron, B', '<= 0.06 %', '<= 0.06 %', ''], ['Chromium, Cr', '<= 0.03 %', '<= 0.03 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '0.35 - 0.80 %', '0.35 - 0.80 %', ''], ['Manganese, Mn', '<= 0.03 %', '<= 0.03 %', ''], ['Other, each', '<= 0.03 %', '<= 0.03 %', ''], ['Other, total', '<= 0.10 %', '<= 0.10 %', ''], ['Silicon, Si', '0.30 - 0.70 %', '0.30 - 0.70 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
"Aluminum LM25 TE (T5) Temper, Sand Cast","{'metric_value': '2.68', 'metric_unit': 'g/cc', 'comment': 'AA 356.0'}",,,"{'metric_value': '150', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '90.15 - 91.55 %', '90.15 - 91.55 %', 'As remainder'], ['Copper, Cu', '0.20 %', '0.20 %', ''], ['Iron, Fe', '0.50 %', '0.50 %', ''], ['Lead, Pb', '0.10 %', '0.10 %', ''], ['Magnesium, Mg', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Manganese, Mn', '0.30 %', '0.30 %', ''], ['Nickel, Ni', '0.10 %', '0.10 %', ''], ['Other, each', '0.050 %', '0.050 %', ''], ['Other, total', '0.15 %', '0.15 %', ''], ['Silicon, Si', '6.5 - 7.5 %', '6.5 - 7.5 %', ''], ['Tin, Sn', '0.050 %', '0.050 %', ''], ['Titanium, Ti', '0.20 %', '0.20 %', ''], ['Zinc, Zn', '0.10 %', '0.10 %', '']]"
Aluminum 1350-O,"{'metric_value': '2.705', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '27.6', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '82.7', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.8 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '>= 99.50 %', '>= 99.50 %', 'Specified'], ['Boron, B', '<= 0.05 %', '<= 0.05 %', ''], ['Chromium, Cr', '<= 0.01 %', '<= 0.01 %', ''], ['Copper, Cu', '<= 0.05 %', '<= 0.05 %', ''], ['Gallium, Ga', '<= 0.03 %', '<= 0.03 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Manganese, Mn', '<= 0.01 %', '<= 0.01 %', ''], ['Other, each', '<= 0.03 %', '<= 0.03 %', ''], ['Other, total', '<= 0.10 %', '<= 0.10 %', ''], ['Silicon, Si', '<= 0.10 %', '<= 0.10 %', ''], ['V+Ti', '>= 0.02 %', '>= 0.02 %', ''], ['Zinc, Zn', '<= 0.05 %', '<= 0.05 %', '']]"
Aluminum 7050-T73511; 7050-T73510,"{'metric_value': '2.83', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.7', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '434', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '496', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,"{'metric_value': '0.860', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '87.3 - 90.3 %', '87.3 - 90.3 %', 'As remainder'], ['Chromium, Cr', '<= 0.04 %', '<= 0.04 %', ''], ['Copper, Cu', '2.0 - 2.6 %', '2.0 - 2.6 %', ''], ['Iron, Fe', '<= 0.15 %', '<= 0.15 %', ''], ['Magnesium, Mg', '1.9 - 2.6 %', '1.9 - 2.6 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.12 %', '<= 0.12 %', ''], ['Titanium, Ti', '<= 0.06 %', '<= 0.06 %', ''], ['Zinc, Zn', '5.7 - 6.7 %', '5.7 - 6.7 %', ''], ['Zirconium, Zr', '0.08 - 0.15 %', '0.08 - 0.15 %', '']]"
DWA 2009/SiC/15p-T4 Aluminum SiC Metal-Matrix-Composite (Al MMC),"{'metric_value': '2.84', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '96.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '352', 'metric_unit': 'MPa', 'comment': 'L Orientation, Round Bar'}","{'metric_value': '510', 'metric_unit': 'MPa', 'comment': 'L Orientation, Round Bar'}",,,,"[['Aluminum, Al', '92.7 - 95.8 %', '92.7 - 95.8 %', 'As Balance, Metal Alloy Basis'], ['Copper, Cu', '3.2 - 4.4 %', '3.2 - 4.4 %', 'Metal Alloy Basis'], ['Iron, Fe', '<= 0.20 %', '<= 0.20 %', 'Metal Alloy Basis'], ['Magnesium, Mg', '1.0 - 1.6 %', '1.0 - 1.6 %', 'Metal Alloy Basis'], ['Other, each', '<= 0.050 %', '<= 0.050 %', 'Metal Alloy Basis'], ['Other, total', '<= 0.15 %', '<= 0.15 %', 'Metal Alloy Basis'], ['Oxygen, O', '<= 0.60 %', '<= 0.60 %', 'Metal Alloy Basis'], ['Silicon, Si', '<= 0.25 %', '<= 0.25 %', 'Metal Alloy Basis'], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', 'Metal Alloy Basis']]"
"Kaiser 7068 T76, T76511 Rod & Bar","{'metric_value': '2.85', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '572', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '614', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '1.05', 'metric_unit': 'J/g-°C@Temperature 100 °C', 'comment': ''}","[{'value': '23.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '85.48 - 88.85 %', '85.48 - 88.85 %', 'As Balance'], ['Chromium, Cr', '<= 0.050 %', '<= 0.050 %', ''], ['Copper, Cu', '1.6 - 2.4 %', '1.6 - 2.4 %', ''], ['Iron, Fe', '<= 0.15 %', '<= 0.15 %', ''], ['Magnesium, Mg', '2.2 - 3.0 %', '2.2 - 3.0 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.12 %', '<= 0.12 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '7.3 - 8.3 %', '7.3 - 8.3 %', ''], ['Zirconium, Zr', '0.050 - 0.15 %', '0.050 - 0.15 %', ''], [''], [], ['Anodize Response3', 'B', ''], ['Arc Weldability4', 'D', ''], ['Brazeability4', 'D', ''], ['Cold Workability3', 'D', ''], ['Gas Weldability4', 'D', ''], ['General Corrosion Resistance1', 'C', ''], ['Machinability3', 'C', ''], ['Spot Weldability4', 'B', ''], ['Stress Corrosion Resistance2', 'B', ''], ['Volumetric CTE m³/m³-K', '0.000068', '68°F/20°C']]"
"Aluminum 705.0-T5, Permanent Mold Cast","{'metric_value': '2.76', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Aluminum 770.0'}","{'metric_value': '117', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '255', 'metric_unit': 'MPa', 'comment': 'AA'}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '92.3 - 95.3 %', '92.3 - 95.3 %', 'As remainder'], ['Chromium, Cr', '0.20 - 0.40 %', '0.20 - 0.40 %', ''], ['Copper, Cu', '<= 0.20 %', '<= 0.20 %', ''], ['Iron, Fe', '<= 0.80 %', '<= 0.80 %', ''], ['Magnesium, Mg', '1.4 - 1.8 %', '1.4 - 1.8 %', ''], ['Manganese, Mn', '0.40 - 0.60 %', '0.40 - 0.60 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.20 %', '<= 0.20 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '2.7 - 3.3 %', '2.7 - 3.3 %', '']]"
Aluminum 5086-H112,"{'metric_value': '2.66', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '131', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '269', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.8 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '93 - 96.3 %', '93 - 96.3 %', 'As remainder'], ['Chromium, Cr', '0.05 - 0.25 %', '0.05 - 0.25 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '3.5 - 4.5 %', '3.5 - 4.5 %', ''], ['Manganese, Mn', '0.20 - 0.70 %', '0.20 - 0.70 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.40 %', '<= 0.40 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
5251-H26 Aluminum,"{'metric_value': '2.69', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}",,"{'metric_value': '215', 'metric_unit': 'MPa', 'comment': '0.2% offset'}","{'metric_value': '255', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '95.4 - 98.2 %', '95.4 - 98.2 %', 'As remainder'], ['Chromium, Cr', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '<= 0.15 %', '<= 0.15 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '1.7 - 2.4 %', '1.7 - 2.4 %', ''], ['Manganese, Mn', '0.10 - 0.50 %', '0.10 - 0.50 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.40 %', '<= 0.40 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.15 %', '<= 0.15 %', '']]"
Aluminum 1050-H14,"{'metric_value': '2.705', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': 'Compressive Modulus is about 2% higher'}","{'metric_value': '103', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '110', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '>= 99.50 %', '>= 99.50 %', 'Specified'], ['Copper, Cu', '<= 0.05 %', '<= 0.05 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Magnesium, Mg', '<= 0.05 %', '<= 0.05 %', ''], ['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', ''], ['Other, each', '<= 0.03 %', '<= 0.03 %', ''], ['Silicon, Si', '<= 0.25 %', '<= 0.25 %', ''], ['Titanium, Ti', '<= 0.03 %', '<= 0.03 %', ''], ['Vanadium, V', '<= 0.05 %', '<= 0.05 %', ''], ['Zinc, Zn', '<= 0.05 %', '<= 0.05 %', '']]"
Aluminum 7005-W,"{'metric_value': '2.78', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '72.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus'}","{'metric_value': '205', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '345', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.875', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '91 - 94.7 %', '91 - 94.7 %', 'As remainder'], ['Chromium, Cr', '0.06 - 0.20 %', '0.06 - 0.20 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Magnesium, Mg', '1.0 - 1.8 %', '1.0 - 1.8 %', ''], ['Manganese, Mn', '0.20 - 0.70 %', '0.20 - 0.70 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Titanium, Ti', '0.01 - 0.06 %', '0.01 - 0.06 %', ''], ['Zinc, Zn', '4.0 - 5.0 %', '4.0 - 5.0 %', ''], ['Zirconium, Zr', '0.08 - 0.20 %', '0.08 - 0.20 %', '']]"
Aluminum 1180-O,"{'metric_value': '2.705', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '67.0', 'metric_unit': 'GPa', 'comment': 'Compressive Modulus is about 2% higher'}","{'metric_value': '20.0', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '60.0', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '>= 99.8 %', '>= 99.8 %', 'Specified'], ['Copper, Cu', '<= 0.010 %', '<= 0.010 %', ''], ['Gallium, Ga', '<= 0.030 %', '<= 0.030 %', ''], ['Iron, Fe', '<= 0.090 %', '<= 0.090 %', ''], ['Magnesium, Mg', '<= 0.020 %', '<= 0.020 %', ''], ['Manganese, Mn', '<= 0.020 %', '<= 0.020 %', ''], ['Silicon, Si', '<= 0.090 %', '<= 0.090 %', ''], ['Titanium, Ti', '<= 0.020 %', '<= 0.020 %', ''], ['Vanadium, V', '<= 0.050 %', '<= 0.050 %', ''], ['Zinc, Zn', '<= 0.030 %', '<= 0.030 %', '']]"
"Aleris Hokotol Aluminum Alloy, 300 mm Thickness","{'metric_value': '2.83', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '70.3', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '455', 'metric_unit': 'MPa', 'comment': 'Typical'}","{'metric_value': '515', 'metric_unit': 'MPa', 'comment': 'Typical'}",,,"[{'value': '23.5 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '86 - 90.9 %', '86 - 90.9 %', 'as balance'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '1.5 - 2.6 %', '1.5 - 2.6 %', ''], ['Iron, Fe', '<= 0.30 %', '<= 0.30 %', ''], ['Magnesium, Mg', '1.8 - 2.6 %', '1.8 - 2.6 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.20 %', '<= 0.20 %', ''], ['Titanium, Ti', '<= 0.060 %', '<= 0.060 %', ''], ['Zinc, Zn', '5.7 - 7.6 %', '5.7 - 7.6 %', ''], ['Zirconium, Zr', '0.080 - 0.25 %', '0.080 - 0.25 %', '']]"
Traid Villarroya TVH® TV 2030-T4 (AA 2030) Aluminum alloy,"{'metric_value': '2.85', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '300', 'metric_unit': 'MPa', 'comment': 'Rp 0.2'}",,,,,"[['Aluminum, Al', '89.7 - 95.2 %', '89.7 - 95.2 %', 'As Remainder'], ['Bismuth, Bi', '<= 0.20 %', '<= 0.20 %', ''], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.3 - 4.5 %', '3.3 - 4.5 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Lead, Pb', '0.80 - 1.0 %', '0.80 - 1.0 %', ''], ['Magnesium, Mg', '0.50 - 1.3 %', '0.50 - 1.3 %', ''], ['Manganese, Mn', '0.20 - 1.0 %', '0.20 - 1.0 %', ''], ['Silicon, Si', '<= 0.80 %', '<= 0.80 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '<= 0.50 %', '<= 0.50 %', '']]"
Aluminum 5252-O,"{'metric_value': '2.67', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus'}","{'metric_value': '85.0', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '180', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.8 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '96.6 - 97.8 %', '96.6 - 97.8 %', 'As remainder'], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.10 %', '<= 0.10 %', ''], ['Magnesium, Mg', '2.2 - 2.8 %', '2.2 - 2.8 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.03 %', '<= 0.03 %', ''], ['Other, total', '<= 0.10 %', '<= 0.10 %', ''], ['Silicon, Si', '<= 0.08 %', '<= 0.08 %', ''], ['Vanadium, V', '<= 0.05 %', '<= 0.05 %', ''], ['Zinc, Zn', '<= 0.05 %', '<= 0.05 %', '']]"
Aluminum 2024-T861,"{'metric_value': '2.78', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}",,"{'metric_value': '425', 'metric_unit': 'MPa', 'comment': 'Sheet and plate'}","{'metric_value': '34.0', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '23.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '90.7 - 94.7 %', '90.7 - 94.7 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.8 - 4.9 %', '3.8 - 4.9 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '1.2 - 1.8 %', '1.2 - 1.8 %', ''], ['Manganese, Mn', '0.30 - 0.90 %', '0.30 - 0.90 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 6463-T1,"{'metric_value': '2.69', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '89.6', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '152', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.890', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '23.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 97.9 %', '<= 97.9 %', 'As remainder'], ['Copper, Cu', '<= 0.20 %', '<= 0.20 %', ''], ['Iron, Fe', '<= 0.15 %', '<= 0.15 %', ''], ['Magnesium, Mg', '0.45 - 0.90 %', '0.45 - 0.90 %', ''], ['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Zinc, Zn', '<= 0.05 %', '<= 0.05 %', '']]"
Alclad Aluminum 2219-T351,"{'metric_value': '2.84', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '73.8', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '180', 'metric_unit': 'MPa', 'comment': 'Sheet and plate'}","{'metric_value': '305', 'metric_unit': 'MPa', 'comment': 'Sheet and plate'}",,"{'metric_value': '0.864', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.5 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '97.55 - 99.2 %', '97.55 - 99.2 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Si+Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Zinc, Zn', '0.80 - 1.3 %', '0.80 - 1.3 %', '']]"
