Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
Ametek High Purity Nickel Strip 899G Annealed,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Carbon, C', '0.010 - 0.020 %', '0.010 - 0.020 %', ''], ['Copper, Cu', '<= 0.010 %', '<= 0.010 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Magnesium, Mg', '0.0060 - 0.014 %', '0.0060 - 0.014 %', ''], ['Manganese, Mn', '0.022 - 0.042 %', '0.022 - 0.042 %', ''], ['Nickel, Ni', '99.6 %', '99.6 %', ''], ['Silicon, Si', '<= 0.0020 %', '<= 0.0020 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Goodfellow Nickel 90/Titanium 10 Alloy,,,,,,,,"[['Nickel, Ni', '90 %', '90 %', ''], ['Titanium, Ti', '10 %', '10 %', '']]"
"Haynes 625 alloy, 20% cold reduction, 1010°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '490', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '950', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Sandvik Nikrothal 70 Resistance Strip,"{'metric_value': '8.10', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '380', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '100', 'metric_unit': 'MPa', 'comment': 'deformation rate= 6.2x10-2/min'}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '250 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Chromium, Cr', '29 - 32 %', '29 - 32 %', ''], ['Iron, Fe', '>= 5.0 %', '>= 5.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '>= 59.85 %', '>= 59.85 %', ''], ['Silicon, Si', '0.50 - 2.0 %', '0.50 - 2.0 %', '']]"
EOS NickelAlloy IN718 DMSL on EOS M 400,"{'metric_value': '8.15', 'metric_unit': 'g/cc', 'comment': 'Part; ISO 3369'}",,"{'metric_value': '710', 'metric_unit': 'MPa', 'comment': 'As built; ISO 6892-1:2009'}","{'metric_value': '1040', 'metric_unit': 'MPa', 'comment': 'As built; ISO 6892-1:2009'}",,,,"[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '11.1 - 24.6 %', '11.1 - 24.6 %', 'Balance'], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', ''], [''], [], ['Volume rate', '4.2 mm³/s', '']]"
Goodfellow Nanocrystalline Nickel,,,,,,,,"[['Nickel, Ni', '100 %', '100 %', '']]"
EOS NickelAlloy IN718 DMSL on EOS M 400-4,"{'metric_value': '8.15', 'metric_unit': 'g/cc', 'comment': 'Part; ISO 3369'}",,"{'metric_value': '1215', 'metric_unit': 'MPa', 'comment': 'Heat treated, Vertical; ISO 6892-1 B10'}","{'metric_value': '1420', 'metric_unit': 'MPa', 'comment': 'Heat treated, Vertical; ISO 6892-1 B10'}",,,,"[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '11.1 - 24.6 %', '11.1 - 24.6 %', 'Balance'], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', ''], [''], [], ['Surface roughness', '<6.5 µm', 'Ra, after shot peening'], ['', '50 µm', 'Rz, after shot peening'], ['Volume rate', 'Up to 4 x 4.2 mm³/s', '']]"
California Fine Wire Nickel 272 Super Alloy,"{'metric_value': '8.89', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Nickel, Ni', '99.97 %', '99.97 %', ''], [''], [], ['Magnetic', 'Strong', ''], ['Temperature Coefficient of Resistance', '0.0065 ohms/ohm-°C', '0-100°C']]"
"HP Alloys Alloy 718, 50% Cold Worked","{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1413', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1544', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.435', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '17 %', '17 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', '']]"
Goodfellow Nickel 70/Copper 30 Alloy,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '16', 'metric_unit': '0', 'comment': ''}",,,,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Copper, Cu', '30 %', '30 %', ''], ['Nickel, Ni', '70 %', '70 %', '']]"
"HP Alloys Alloy C-276, 10% Cold Worked","{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '205', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '634', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '894', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.427', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '11.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.010 %', '<= 0.010 %', ''], ['Chromium, Cr', '14.5 - 16.5 %', '14.5 - 16.5 %', ''], ['Cobalt, Co', '<= 2.5 %', '<= 2.5 %', ''], ['Iron, Fe', '4.0 - 7.0 %', '4.0 - 7.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '15 - 17 %', '15 - 17 %', ''], ['Nickel, Ni', '57 %', '57 %', ''], ['Phosphorus, P', '<= 0.025 %', '<= 0.025 %', ''], ['Silicon, Si', '<= 0.080 %', '<= 0.080 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Tungsten, W', '3.0 - 4.5 %', '3.0 - 4.5 %', ''], ['Vanadium, V', '<= 0.35 %', '<= 0.35 %', '']]"
"Materion Beryllium Nickel Strip - Alloy 360 MH12, Mill Hardened","{'metric_value': '8.28', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '19', 'metric_unit': '5', 'comment': ''}","{'metric_value': '151', 'metric_unit': '7', 'comment': ''}","{'metric_value': '179', 'metric_unit': '3', 'comment': ''}",,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.85 - 2.05 %', '1.85 - 2.05 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '97.3 %', '97.3 %', 'as balance'], ['Titanium, Ti', '0.40 - 0.60 %', '0.40 - 0.60 %', '']]"
"Haynes 625 alloy, plate after 16000 hours at 870°C (1600°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '435', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '885', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Haynes 625 alloy, plate after 16000 hours at 650°C (1200°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '815', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1140', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Nitinol - NiTi Shape Memory Alloy; High-Temperature Phase,"{'metric_value': '6.45', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '75.0', 'metric_unit': 'GPa', 'comment': 'Approximate'}","{'metric_value': '560', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '75', 'metric_unit': '4', 'comment': ''}",,"{'metric_value': '0.320', 'metric_unit': 'J/g-°C', 'comment': ''}",,"[['Nickel, Ni', '55 %', '55 %', ''], ['Titanium, Ti', '45 %', '45 %', '']]"
Sandvik Sanicro 69 Seamless tube and pipe,"{'metric_value': '8.12', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '210', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '240', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '585', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '13.5 µm/m-°C', 'start_temp': '30.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '0.020 %', '0.020 %', ''], ['Chromium, Cr', '30 %', '30 %', ''], ['Iron, Fe', '10 %', '10 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Nickel, Ni', '60 %', '60 %', ''], ['Phosphorus, P', '<= 0.020 %', '<= 0.020 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', '']]"
MetalTek MTEK B Cast UNS N24030 Nickel-Copper Alloy,,,"{'metric_value': '415', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '690', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '<= 0.50 %', '<= 0.50 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '27 - 33 %', '27 - 33 %', ''], ['Iron, Fe', '<= 3.5 %', '<= 3.5 %', ''], ['Manganese, Mn', '<= 1.5 %', '<= 1.5 %', ''], ['Nickel, Ni', '61 - 68 %', '61 - 68 %', ''], ['Silicon, Si', '2.7 - 3.7 %', '2.7 - 3.7 %', ''], [''], [], ['Heat Treatment', 'Not Heat Treated', '']]"
Goodfellow Ni-Mn-Ga Magnetic Shape Memory Alloy (MSM),,,,,,,,"[['Gallium, Ga', '21.5 %', '21.5 %', 'molar basis'], ['Manganese, Mn', '28.5 %', '28.5 %', 'molar basis'], ['Nickel, Ni', '50 %', '50 %', 'molar basis'], [''], [], ['Elongation in Magnetic Field', '< 6%', 'maximum'], ['', '3 to 5%', 'typical'], ['Fatigue Life', 'several hundred million cycles', ''], ['Force Density', '2 MPa', ''], ['Magnetic Field', '0.8 T', ''], ['Response', '< 1 to 2 kHz', ''], ['Work Output', '< 100 kJ/m3', 'force times stroke']]"
Ametek High Purity Nickel Strip 899M 3/4 Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '44', 'metric_unit': '8', 'comment': ''}","{'metric_value': '48', 'metric_unit': '3', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Manganese, Mn', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '99.6 %', '99.6 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
"Carpenter MP35N* Ni-Co-Cr-Mo Alloy, Cold Drawn 33%, Aged 565°C/4hr/AC","{'metric_value': '8.43', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '234.8', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1496', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1565', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '12.8 µm/m-°C', 'start_temp': '21.0 °C', 'end_temp': '93.0 °C'}]","[['Boron, B', '0.010 %', '0.010 %', ''], ['Carbon, C', '<= 0.025 %', '<= 0.025 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Cobalt, Co', '33 %', '33 %', 'as remainder'], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Molybdenum, Mo', '9.0 - 10.5 %', '9.0 - 10.5 %', ''], ['Nickel, Ni', '33 - 37 %', '33 - 37 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.15 %', '<= 0.15 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Titanium, Ti', '<= 1.0 %', '<= 1.0 %', '']]"
"Haynes 625 alloy, 50% cold reduction, 1065°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '570', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '975', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Johnson Matthey Nickelbraze™ HTN1A Nickel Based Brazing Filler Metal,,,,,,,,"[['Boron, B', '3.1 %', '3.1 %', ''], ['Chromium, Cr', '14 %', '14 %', ''], ['Iron, Fe', '4.5 %', '4.5 %', ''], ['Nickel, Ni', '73.9 %', '73.9 %', ''], ['Silicon, Si', '4.5 %', '4.5 %', '']]"
Sandvik Nikrothal 60 Resistance Ribbon,"{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '390', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '760', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '250 °C'}]","[['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '14 - 18 %', '14 - 18 %', ''], ['Iron, Fe', '>= 19.2 %', '>= 19.2 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '57 - 60 %', '57 - 60 %', ''], ['Silicon, Si', '1.0 - 1.7 %', '1.0 - 1.7 %', '']]"
"Materion Beryllium Nickel Strip - Alloy 360 MH2, Mill Hardened","{'metric_value': '8.28', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '19', 'metric_unit': '5', 'comment': ''}","{'metric_value': '86', 'metric_unit': '2', 'comment': ''}","{'metric_value': '107', 'metric_unit': '0', 'comment': ''}",,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.85 - 2.05 %', '1.85 - 2.05 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '97.3 %', '97.3 %', 'as balance'], ['Titanium, Ti', '0.40 - 0.60 %', '0.40 - 0.60 %', '']]"
"Haynes 625 alloy, 30% cold reduction, 1175°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '365', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '840', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"ATI Allegheny Ludlum AL 200™ Nickel Alloy, UNS N02200","{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '207', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '148', 'metric_unit': 'MPa', 'comment': 'Typical; Annealed'}","{'metric_value': '462', 'metric_unit': 'MPa', 'comment': 'Typical Annealed'}",,"{'metric_value': '0.456', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '13.3 µm/m-°C', 'start_temp': '27.0 °C', 'end_temp': '93.0 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '0.020 %', '0.020 %', ''], ['Iron, Fe', '0.050 %', '0.050 %', ''], ['Manganese, Mn', '0.020 %', '0.020 %', ''], ['Nickel, Ni', '99.8 %', '99.8 %', 'as balance; includes Co'], ['Silicon, Si', '0.050 %', '0.050 %', ''], ['Sulfur, S', '0.0020 %', '0.0020 %', '']]"
Goodfellow Nickel 84/Molybdenum 16 Alloy,,,,,,,,"[['Molybdenum, Mo', '16 %', '16 %', ''], ['Nickel, Ni', '84 %', '84 %', '']]"
Ametek High Purity Nickel Strip 899A 1/4 Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '17', 'metric_unit': '2', 'comment': ''}","{'metric_value': '37', 'metric_unit': '9', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0010 %', '<= 0.0010 %', ''], ['Iron, Fe', '<= 0.0050 %', '<= 0.0050 %', ''], ['Manganese, Mn', '<= 0.0010 %', '<= 0.0010 %', ''], ['Nickel, Ni', '>= 99.97 %', '>= 99.97 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Aperam Permimphy SP Cold Rolled Strip,"{'metric_value': '8.70', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '230', 'metric_unit': 'GPa', 'comment': ""Hard Temper, Young's""}","{'metric_value': '1030', 'metric_unit': 'MPa', 'comment': 'Hard Temper'}",,,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C', 'comment': ''}",,"[['Iron, Fe', '15 %', '15 %', ''], ['Molybdenum, Mo', '5.0 %', '5.0 %', ''], ['Nickel, Ni', '80 %', '80 %', '']]"
"Carpenter MP35N* Ni-Co-Cr-Mo Alloy, 53% Cold Reduction + Aged 538°C (1000°F)/4hr/AC","{'metric_value': '8.43', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '234.8', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1999', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '2068', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '12.8 µm/m-°C', 'start_temp': '21.0 °C', 'end_temp': '93.0 °C'}]","[['Boron, B', '0.010 %', '0.010 %', ''], ['Carbon, C', '<= 0.025 %', '<= 0.025 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Cobalt, Co', '33 %', '33 %', 'as remainder'], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Molybdenum, Mo', '9.0 - 10.5 %', '9.0 - 10.5 %', ''], ['Nickel, Ni', '33 - 37 %', '33 - 37 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.15 %', '<= 0.15 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Titanium, Ti', '<= 1.0 %', '<= 1.0 %', '']]"
Carlson 70 30 Cu Ni Copper-Nickel Alloy,"{'metric_value': '8.94', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '152', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '124', 'metric_unit': 'MPa', 'comment': ''}",,,"{'metric_value': '0.377', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '16.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '300 °C'}]","[['Carbon, C', '<= 0.050 %', '<= 0.050 %', ''], ['Copper, Cu', '64.39 - 70.6 %', '64.39 - 70.6 %', ''], ['Iron, Fe', '0.40 - 1.0 %', '0.40 - 1.0 %', ''], ['Lead, Pb', '<= 0.020 %', '<= 0.020 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '29 - 33 %', '29 - 33 %', ''], ['Phosphorus, P', '<= 0.020 %', '<= 0.020 %', ''], ['Sulfur, S', '<= 0.020 %', '<= 0.020 %', ''], ['Zinc, Zn', '<= 0.50 %', '<= 0.50 %', '']]"
PSM Industries Pacific Sintered Metals FN-262-T(HT) High Strength Nickel Steel Powdered Metal (MPIF FN-0408-155HT),"{'metric_value': '7.40', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '159', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1100', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1100', 'metric_unit': 'MPa', 'comment': ''}",,,,[]
